CustomerID,CustomerName,Segment,Region,Prefecture,SignupDate
C00448,松本 健太,ゴールド,東北,宮城県,2022-07-07
C00449,高橋 陽翔,ゴールド,関東,埼玉県,2021-03-08
C00450,山本 美咲,一般,関東,東京都,2023-08-22
C00451,高橋 蓮,一般,東北,宮城県,2024-11-29
C00452,伊藤 杏,ゴールド,関東,千葉県,2024-01-25
C00453,鈴木 湊,ゴールド,中国,広島県,2023-08-18
C00454,田中 莉子,プラチナ,関東,神奈川県,2022-10-25
C00455,佐々木 樹,ゴールド,近畿,大阪府,2024-12-05
C00456,山本 蓮,ゴールド,北海道,北海道,2020-10-27
C00457,佐藤 颯太,一般,近畿,京都府,2023-01-14
C00458,吉田 美咲,一般,関東,千葉県,2020-06-01
C00459,田中 結菜,プラチナ,中部,愛知県,2023-01-14
C00460,山本 健太,一般,関東,東京都,2025-01-25
C00461,鈴木 結菜,一般,中部,愛知県,2022-12-27
C00462,清水 咲良,一般,近畿,兵庫県,2022-03-15
C00463,高橋 杏,一般,近畿,京都府,2022-02-07
C00464,吉田 杏,一般,中国,広島県,2024-09-05
C00465,松本 結菜,一般,関東,東京都,2022-12-30
C00466,高橋 結衣,一般,九州,福岡県,2024-08-28
C00467,清水 莉子,ゴールド,中国,広島県,2020-03-09
C00468,高橋 悠真,ゴールド,関東,埼玉県,2020-03-04
C00469,井上 陽菜,ゴールド,関東,埼玉県,2024-09-01
C00470,小林 芽依,一般,関東,千葉県,2024-07-03
C00471,清水 杏,一般,近畿,兵庫県,2023-04-18
C00472,清水 湊,一般,北海道,北海道,2025-05-17
C00473,加藤 莉子,ゴールド,中部,石川県,2023-04-24
C00474,清水 莉子,一般,北海道,北海道,2021-11-27
C00475,林 健太,プラチナ,近畿,兵庫県,2020-03-29
C00476,高橋 蓮,一般,中部,愛知県,2022-03-31
C00477,鈴木 湊,プラチナ,北海道,北海道,2024-03-31
C00478,井上 陽菜,プラチナ,中部,愛知県,2021-01-11
C00479,小林 湊,プラチナ,関東,千葉県,2025-02-18
C00480,渡辺 美咲,プラチナ,近畿,兵庫県,2022-11-20
C00481,山田 美咲,一般,関東,東京都,2020-04-10
C00482,清水 杏,ゴールド,近畿,大阪府,2021-02-14
C00483,井上 結菜,一般,中国,広島県,2020-02-19
C00484,高橋 颯太,ゴールド,関東,神奈川県,2023-03-13
C00485,高橋 莉子,ゴールド,中国,広島県,2024-03-12
C00486,伊藤 美咲,プラチナ,東北,宮城県,2024-10-23
C00487,井上 蒼,一般,関東,東京都,2020-01-17
C00488,中村 莉子,ゴールド,近畿,大阪府,2024-04-29
C00489,加藤 健太,一般,九州,福岡県,2021-09-13
C00490,林 颯太,一般,関東,埼玉県,2023-09-30
C00491,小林 陽翔,ゴールド,東北,宮城県,2021-12-18
C00492,佐藤 悠真,一般,近畿,大阪府,2023-02-06
C00493,木村 樹,プラチナ,中国,広島県,2024-02-14
C00494,田中 健太,プラチナ,関東,東京都,2020-01-10
C00495,中村 美咲,一般,中部,愛知県,2025-05-22
C00496,佐々木 結菜,プラチナ,関東,千葉県,2024-07-05
C00497,伊藤 悠真,一般,中国,広島県,2020-04-20
C00498,鈴木 彩,ゴールド,九州,福岡県,2021-01-16
C00499,井上 蒼,一般,関東,神奈川県,2023-11-14
C00500,山本 蒼,プラチナ,九州,福岡県,2022-11-27
C00501,鈴木 陽菜,プラチナ,東北,宮城県,2024-11-15
C00502,林 蓮,ゴールド,近畿,京都府,2023-08-21
C00503,林 蒼,一般,東北,宮城県,2024-01-28
C00504,吉田 莉子,一般,中部,石川県,2022-08-21
C00505,佐藤 樹,ゴールド,関東,神奈川県,2021-02-09
C00506,中村 蒼,ゴールド,関東,神奈川県,2021-01-27
C00507,渡辺 結衣,一般,北海道,北海道,2021-10-16
C00508,渡辺 健太,ゴールド,中部,石川県,2023-08-30
C00509,松本 湊,一般,北海道,北海道,2022-05-22
C00510,山田 美咲,一般,九州,福岡県,2022-08-16
C00511,井上 結衣,一般,東北,宮城県,2024-07-21
C00512,中村 健太,一般,近畿,京都府,2020-04-14
C00513,井上 颯太,一般,近畿,京都府,2020-04-21
C00514,渡辺 健太,一般,関東,埼玉県,2021-11-01
C00515,山本 陽翔,一般,関東,神奈川県,2024-01-30
C00516,加藤 陽翔,プラチナ,近畿,兵庫県,2020-07-10
C00517,鈴木 颯太,一般,中部,愛知県,2020-02-22
C00518,高橋 蒼,ゴールド,中部,愛知県,2023-08-15
C00519,渡辺 陽菜,ゴールド,東北,宮城県,2020-10-10
C00520,加藤 蒼,ゴールド,中部,愛知県,2023-06-12
C00521,松本 陽菜,ゴールド,中部,愛知県,2024-03-05
C00522,伊藤 美咲,ゴールド,中部,石川県,2021-01-14
C00523,田中 芽依,ゴールド,関東,千葉県,2025-06-13
C00524,山田 莉子,一般,関東,千葉県,2020-11-16
C00525,鈴木 蒼,一般,近畿,兵庫県,2024-07-07
C00526,松本 彩,一般,東北,宮城県,2023-05-08
C00527,伊藤 湊,一般,近畿,兵庫県,2021-07-27
C00528,佐藤 蓮,一般,近畿,大阪府,2023-04-19
C00529,中村 美咲,一般,中国,広島県,2023-05-17
C00530,田中 陽翔,ゴールド,近畿,大阪府,2021-06-12
C00531,渡辺 陽菜,ゴールド,九州,福岡県,2023-04-04
C00532,小林 芽依,ゴールド,関東,東京都,2021-09-23
C00533,佐々木 咲良,プラチナ,近畿,兵庫県,2025-06-16
C00534,渡辺 莉子,ゴールド,近畿,大阪府,2022-10-12
C00535,鈴木 莉子,ゴールド,近畿,京都府,2022-05-06
C00536,林 湊,ゴールド,近畿,兵庫県,2023-06-08
C00537,山本 悠真,ゴールド,近畿,兵庫県,2024-09-19
C00538,佐藤 莉子,一般,九州,福岡県,2020-12-13
C00539,佐藤 悠真,一般,近畿,大阪府,2025-01-24
C00540,清水 結衣,ゴールド,中部,石川県,2025-05-19
C00541,井上 咲良,プラチナ,関東,神奈川県,2020-01-08
C00542,木村 樹,プラチナ,北海道,北海道,2024-03-12
C00543,佐藤 颯太,一般,関東,埼玉県,2022-06-04
C00544,清水 美咲,ゴールド,関東,千葉県,2022-08-28
C00545,木村 彩,一般,中国,広島県,2020-03-22
C00546,吉田 美咲,一般,近畿,大阪府,2024-04-03
C00547,松本 悠真,一般,関東,埼玉県,2020-03-30
C00548,佐々木 結菜,一般,近畿,京都府,2022-11-11
C00549,加藤 芽依,一般,関東,埼玉県,2022-10-04
C00550,伊藤 結菜,一般,関東,神奈川県,2020-04-13
C00551,佐々木 結菜,一般,中部,愛知県,2022-01-26
C00552,山田 陽菜,一般,近畿,大阪府,2021-12-06
C00553,鈴木 彩,プラチナ,東北,宮城県,2020-01-12
C00554,中村 蓮,一般,近畿,大阪府,2022-11-28
C00555,佐々木 莉子,一般,近畿,兵庫県,2022-09-25
C00556,鈴木 咲良,ゴールド,関東,東京都,2024-08-21
C00557,佐藤 陽翔,一般,関東,千葉県,2020-11-13
C00558,鈴木 颯太,プラチナ,近畿,京都府,2022-07-07
C00559,松本 樹,一般,近畿,兵庫県,2021-09-02
C00560,渡辺 彩,プラチナ,関東,神奈川県,2023-04-23
C00561,渡辺 颯太,プラチナ,関東,神奈川県,2023-08-04
C00562,鈴木 美咲,一般,関東,埼玉県,2023-01-02
C00563,小林 彩,一般,中部,石川県,2022-10-01
C00564,木村 樹,プラチナ,近畿,京都府,2022-11-22
C00565,林 蓮,ゴールド,関東,神奈川県,2024-11-12
C00566,佐々木 蒼,ゴールド,九州,福岡県,2025-05-08
C00567,山田 咲良,一般,近畿,京都府,2020-01-09
C00568,小林 咲良,ゴールド,関東,埼玉県,2025-02-07
C00569,佐藤 芽依,一般,中部,愛知県,2020-08-11
C00570,吉田 杏,一般,関東,東京都,2020-08-14
C00571,山田 莉子,一般,九州,福岡県,2022-01-17
C00572,井上 芽依,一般,中部,石川県,2020-10-18
C00573,佐藤 樹,ゴールド,近畿,京都府,2022-12-30
C00574,佐藤 陽菜,一般,関東,埼玉県,2024-01-09
C00575,高橋 芽依,ゴールド,近畿,兵庫県,2024-08-27
C00576,山田 杏,プラチナ,関東,東京都,2025-03-05
C00577,清水 結衣,一般,中部,愛知県,2021-02-15
C00578,林 美咲,プラチナ,近畿,大阪府,2024-05-11
C00579,山田 結衣,一般,関東,千葉県,2023-12-04
C00580,高橋 湊,一般,東北,宮城県,2024-06-22
C00581,渡辺 陽翔,一般,近畿,京都府,2021-04-10
C00582,田中 莉子,プラチナ,近畿,京都府,2024-11-25
C00583,伊藤 樹,ゴールド,近畿,大阪府,2024-06-18
C00584,林 莉子,一般,近畿,京都府,2022-11-18
C00585,田中 陽翔,一般,関東,神奈川県,2020-12-27
C00586,鈴木 結衣,一般,中部,石川県,2023-06-28
C00587,山本 杏,一般,関東,神奈川県,2025-04-14
C00588,鈴木 結衣,プラチナ,近畿,兵庫県,2024-10-29
C00589,松本 蒼,一般,北海道,北海道,2025-05-25
C00590,田中 蒼,プラチナ,関東,千葉県,2020-10-25
C00591,高橋 樹,ゴールド,近畿,大阪府,2025-02-14
C00592,清水 彩,一般,近畿,兵庫県,2025-05-21
C00593,山田 咲良,一般,近畿,大阪府,2022-07-23
C00594,松本 健太,ゴールド,近畿,京都府,2022-03-07
C00595,鈴木 颯太,一般,九州,福岡県,2021-05-20
C00596,林 芽依,ゴールド,関東,埼玉県,2024-03-09
C00597,佐々木 陽菜,ゴールド,九州,福岡県,2025-05-20
C00598,吉田 結衣,ゴールド,近畿,兵庫県,2021-06-19
C00599,木村 杏,一般,東北,宮城県,2022-09-20
C00600,松本 陽菜,ゴールド,近畿,兵庫県,2020-04-11
